webid,datetime,os,browser,response_time_ms,product,url
W_99,2019-08-25 04:49:34,win7,Mobile,8745,Accessories,https://www.ucshopping.com/apps/services/tagmanager/cpo/accounts/accounts
R_49,2019-08-25 04:49:52,win8,Firefox,4521,Accessories,https://aa.agkn.com/adscores/g.pixel
R_94,2019-08-25 04:50:06,win7,Mobile,1593,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/assets/dashboard.css
W_42,2019-08-25 04:50:44,win7,Firefox,6558,Sports,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/misc.json
S_31,2019-08-25 04:51:40,xp,Chrome,936,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/app.json
R_57,2019-08-25 04:52:10,win8,Chrome,5070,Fashion,https://static.ucshoppingcdn.com/web/library/blue-vendor/dist/blue-vendor/2.8.1/js/main.js
W_72,2019-08-25 04:52:29,win7,Chrome,3280,Shoes,https://rf15.ucshopping.com/cx
W_58,2019-08-25 04:52:35,win7,IE,768,Sports,https://static.ucshoppingcdn.com/web/library/blue-core/dist/blue/2.9.0/js/dom/body/dimensions.js
R_36,2019-08-25 04:53:18,Mac,Mobile,2645,Shoes,https://static.ucshoppingcdn.com/content/dam/cpo-static/images/ucshopping-octogon-black.png
W_27,2019-08-25 04:53:36,xp,Chrome,1362,Fashion,https://static.ucshoppingcdn.com/content/thought-leadership/digital-ui/en/categories.json/CCI/BAC.json
S_60,2019-08-25 04:53:46,win7,Safari,4364,Accessories,https://ad.doubleclick.net/ddm/activity/src=2348471;type=cpcod356;cat=cpcch0;u1=;u2=;u3=20C73196C512F020;u8=;u20=;ord=339580418
S_24,2019-08-25 04:54:25,win7,Chrome,2820,Sports,https://secure07b.ucshopping.com/web/auth/#/logon/recognizeUser/instructions
W_56,2019-08-25 04:55:25,xp,Safari,1630,Sports,https://resources.ucshopping.com/commonui/javascripts/nisi/ui/sendMessageClient.js
W_15,2019-08-25 04:55:27,nt,Mobile,2133,Sports,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/1036322744/
R_29,2019-08-25 04:55:56,win7,Chrome,3589,Sports,https://static.ucshoppingcdn.com/content/card/logo.json/0510-6654.json
W_6,2019-08-25 04:56:25,win7,Mobile,5035,Shoes,https://stags.bluekai.com/site/39254
W_95,2019-08-25 04:56:32,xp,IE,9239,Accessories,https://ad.doubleclick.net/activity;dc_pre=COrb2_zhoNYCFUn2ZAodPj4PbA;src=2299144;type=e-cus110;cat=credi749;u10=0576853413;u20=125832920;u18=20C73196C512F020;ord=739323706
W_76,2019-08-25 04:56:50,win7,Firefox,3920,Sports,https://static.ucshoppingcdn.com/content/services/structured-image/image.mega.png/carousels/slide/dashboard.png
R_25,2019-08-25 04:58:19,xp,Chrome,1574,Accessories,https://sites.ucshopping.com/content/services/structured-image/image.banner.jpg/XCRT/Native/Banner/2017/STATIC_AD-A50755_Banner_NativeBanner_Image_90x90.jpg
R_23,2019-08-25 04:58:49,xp,Mobile,3126,Fashion,https://aa.agkn.com/adscores/g.pixel
W_97,2019-08-25 04:58:50,win7,IE,2246,Accessories,https://static.ucshoppingcdn.com/content/contact-us/digital-ui/en/groups.json/CCI/CARD.json
W_39,2019-08-25 04:59:01,win7,Chrome,862,Sports,https://ad.doubleclick.net/ddm/activity/src=2348471;dc_pre=CNrU1c_hoNYCFc6SZAodKH8LoQ;type=cpcod356;cat=cpcch0;u1=;u2=;u3=20C73196C512F020;u8=;u20=;ord=339580418
R_54,2019-08-25 04:59:02,win7,Chrome,2529,Shoes,https://resources.ucshopping.com/commonui/images/select-dropdown.png
R_33,2019-08-25 04:59:28,xp,Safari,2278,Sports,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/app.json
W_43,2019-08-25 05:00:33,win7,Chrome,6398,Fashion,https://static.ucshoppingcdn.com/content/dam/cpo-static/images/ucshopping-touch-icon.png
W_13,2019-08-25 05:01:08,win7,IE,2911,Fashion,https://ucshoppingonline.ucshopping.com/Themes/default/css/style_new.css
R_63,2019-08-25 05:02:03,win7,Chrome,5241,Sports,https://x.bidswitch.net/syncd
W_53,2019-08-25 05:02:42,win8,Chrome,9111,Fashion,https://ad.doubleclick.net/ddm/activity/src=2348471;dc_pre=CK7ssvnhoNYCFQXAZAodlZUMcQ;type=myacc170;cat=Chase0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=244345734
R_72,2019-08-25 05:04:44,Mac,IE,1093,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/fonts/video-icon.ttf
S_4,2019-08-25 05:04:47,win7,Mobile,3117,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/convoDeck.json
W_72,2019-08-25 05:05:26,win7,Chrome,2609,Shoes,https://ad.doubleclick.net/ddm/activity/src=2348471;type=myacc170;cat=accou0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=413491693
W_66,2019-08-25 05:05:33,xp,Firefox,4669,Fashion,https://ad.doubleclick.net/activity;dc_pre=CL3esfnhoNYCFcLkZAodI-EFtg;src=2739079;type=ucshopping107;cat=inici575;ord=726447770
W_66,2019-08-25 05:05:55,xp,Firefox,6619,Accessories,https://static.ucshoppingcdn.com/content/card/logo.json/0478-6621.json
W_30,2019-08-25 05:06:00,win7,Firefox,4097,Accessories,https://static.ucshoppingcdn.com/content/card/logo.json/0478-6621.json
S_1,2019-08-25 05:06:10,win7,IE,5087,Fashion,https://analytics.twitter.com/i/adsct
R_9,2019-08-25 05:06:29,win8,Firefox,4654,Shoes,https://resources.ucshopping.com/commonui/stylesheets/ucshopping3-update.css
W_17,2019-08-25 05:06:31,win7,Chrome,1985,Accessories,https://rf15.ucshopping.com/activity
R_54,2019-08-25 05:07:05,vista,IE,4089,Sports,https://static.ucshoppingcdn.com/content/legal-disclaimers/digital-ui/en/categories/box-disclaimers.json
W_44,2019-08-25 05:09:02,win7,IE,6270,Accessories,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/payMultipleBills/js/main.js
W_84,2019-08-25 05:09:08,win8,Chrome,8070,Shoes,https://ad.doubleclick.net/ddm/activity/src=2348471;dc_pre=CI_U2_zhoNYCFQf4ZAodpboJIA;type=myacc170;cat=Chase0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=516817367
W_89,2019-08-25 05:10:18,win7,Firefox,2562,Shoes,https://static.ucshoppingcdn.com/content/services/structured-image/image.mega.png/carousels/slide/dashboard.png
S_42,2019-08-25 05:10:29,linux,Chrome,3839,Shoes,https://static.ucshoppingcdn.com/content/thought-leadership/digital-ui/en/categories.menu.json/CCI/BAC.json
R_73,2019-08-25 05:10:38,win7,IE,4902,Fashion,https://ad.doubleclick.net/ddm/activity/src=2348471;type=myacc170;cat=Chase0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=107095461
W_32,2019-08-25 05:10:47,win7,Safari,1324,Fashion,https://www.ucshopping.com/apps/services/tagmanager/cpo/accounts/creditCardAccount
W_18,2019-08-25 05:11:08,win7,Mobile,4897,Sports,https://analytics.twitter.com/i/adsct
W_29,2019-08-25 05:11:26,linux,Firefox,2813,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/view/accounts/mixins/printActivity.js
W_92,2019-08-25 05:11:41,win7,IE,5210,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/js/analytics/data/hooks.js
W_41,2019-08-25 05:11:44,xp,IE,2337,Accessories,https://www.ucshopping.com/apps/ucshopping/clientlibs/foundation/tagmanagerextensions.js
W_21,2019-08-25 05:11:46,win7,Chrome,3861,Fashion,https://sites.ucshopping.com/content/services/structured-image/image.banner.jpg/XCRT/Native/Banner/2017/STATIC_AD-A50755_Banner_NativeBanner_Image_90x90.jpg
W_36,2019-08-25 05:11:54,vista,Firefox,678,Shoes,https://www.ucshopping.com/
R_52,2019-08-25 05:12:01,win8,Chrome,4285,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/main.js
W_66,2019-08-25 05:12:32,win7,Chrome,4625,Sports,https://www.ucshopping.com/online/Home/images/wa01.gif
R_15,2019-08-25 05:13:46,win7,IE,2717,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/fonts/video-icon.ttf
R_99,2019-08-25 05:13:52,win7,Safari,1954,Shoes,https://static.ucshoppingcdn.com/web/library/blue-boot/dist/blue-boot/2.11.1/js/main-ver.js
W_20,2019-08-25 05:14:01,win7,Opera,4353,Sports,https://static.ucshoppingcdn.com/web/library/blue-app/dist/blue-app/2.9.1/js/main.js
W_5,2019-08-25 05:14:16,win7,Mobile,3091,Fashion,https://sites.ucshopping.com/services/campaignmanagement/clientconfig.adframeworkconfig.js
R_1,2019-08-25 05:15:02,win8,Chrome,2578,Fashion,https://sites.ucshopping.com/content/Creatives/Public/Triplets/2017/Auto/50759_static_carbuyingtripletcwo5694.dynamic.html
W_98,2019-08-25 05:15:05,Mac,Chrome,3208,Accessories,https://ad.doubleclick.net/ddm/activity/src=2348471;dc_pre=CI_U2_zhoNYCFQf4ZAodpboJIA;type=myacc170;cat=Chase0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=516817367
R_85,2019-08-25 05:15:27,win7,Firefox,9065,Shoes,https://rf15.ucshopping.com/activity
W_48,2019-08-25 05:15:28,win7,Chrome,618,Sports,https://static.ucshoppingcdn.com/web/library/blue-app/dist/blue-app/2.9.1/js/main.js
W_90,2019-08-25 05:15:36,win7,IE,3941,Fashion,https://rf15.ucshopping.com/wsb/15629/poe/59242226
R_77,2019-08-25 05:15:36,xp,Mobile,1040,Accessories,https://www.ucshopping.com/apps/services/tagmanager/cpo/markets/planningAndExpertise/request
R_94,2019-08-25 05:15:37,win8,Chrome,2602,Shoes,https://static.ucshoppingcdn.com/content/services/structured-image/image.mega.png/carousels/slide/dashboard.png
R_4,2019-08-25 05:15:37,xp,Chrome,4080,Sports,https://static.ucshoppingcdn.com/content/videos/digital-ui/en/categories/features.json
W_62,2019-08-25 05:16:21,xp,Mobile,1334,Shoes,https://www.ucshopping.com/content/dam/ucshoppingcom/en/homepage/images/ad-choices-logo-blue_lite.png
W_8,2019-08-25 05:16:21,win8,Chrome,1143,Accessories,https://poc.clixmetrix.com/B25E/3C6019F542CACC160CBD070CA2ED7FC9A3360CC1/user-prefs.js;jsessionid=5ACDB22A18339328BC49A678223DC152
W_24,2019-08-25 05:17:00,win7,Chrome,549,Sports,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/accounts.json
R_53,2019-08-25 05:17:38,win7,Firefox,1212,Fashion,https://stags.bluekai.com/site/39254
S_20,2019-08-25 05:17:40,win8,IE,2667,Accessories,https://static.ucshoppingcdn.com/web/library/blue-core/dist/blue/2.9.0/js/dom/body/dimensions.js
W_30,2019-08-25 05:17:56,Mac,IE,4456,Sports,https://rf15.ucshopping.com/cx
W_41,2019-08-25 05:18:28,Mac,Mobile,3529,Sports,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/clientlibs/chase-ux/js/dist/chase-ux.min.js
S_96,2019-08-25 05:19:33,win7,IE,2710,Fashion,https://ad.doubleclick.net/ddm/activity/src=2348471;dc_pre=CIvLkuvhoNYCFUn2ZAodPj4PbA;type=myacc170;cat=Chase0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=107095461
W_20,2019-08-25 05:19:40,vista,Firefox,4781,Sports,https://static.ucshoppingcdn.com/web/library/blue-core/dist/blue/2.9.0/js/main.js
R_49,2019-08-25 05:19:41,linux,Firefox,7222,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/convoDeck.json
W_76,2019-08-25 05:20:30,xp,Mobile,1456,Sports,https://rf15.ucshopping.com/activity
W_83,2019-08-25 05:21:08,win7,IE,4795,Sports,https://www.ucshopping.com/apps/services/tagmanager/cpo/markets/planningAndExpertise/category
W_31,2019-08-25 05:21:32,xp,Chrome,935,Accessories,https://www.ucshopping.com/apps/services/tagmanager/cpo/customerService/helpAndSupport
W_72,2019-08-25 05:22:14,win7,Firefox,1020,Fashion,https://static.ucshoppingcdn.com/content/services/structured-image/image.mega.png/carousels/slide/dashboard.png
W_1,2019-08-25 05:22:17,win7,Chrome,7443,Shoes,https://www.google.com/ads/user-lists/1036322744/
W_15,2019-08-25 05:22:22,xp,Firefox,2903,Shoes,https://ad.doubleclick.net/ddm/activity/src=2348471;dc_pre=CLrm2_zhoNYCFQvuZAodDC4DYg;type=myacc170;cat=accou0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=694080873
R_26,2019-08-25 05:22:29,win7,Chrome,4920,Accessories,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/accounts.json
W_49,2019-08-25 05:22:39,Mac,IE,5436,Accessories,https://i.liadm.com/s/28214
R_83,2019-08-25 05:23:00,Mac,Safari,952,Fashion,https://p.rfihub.com/cm
W_3,2019-08-25 05:23:06,win7,IE,3561,Shoes,https://sites.ucshopping.com/services/creatives/private/native-dynamic-ads.json/content/Creatives/Private/NativeBanner/2017/Card/Multi-Card/50755_static_augustincomecapturenativebancwo5682.json
S_75,2019-08-25 05:23:20,Mac,Safari,877,Accessories,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/template/common/siteMaintenanceModal.js
W_78,2019-08-25 05:23:36,win7,Chrome,5127,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/blue-ui.css
W_26,2019-08-25 05:23:51,Mac,Chrome,2613,Sports,https://www.google.com/ads/user-lists/1036322744/
R_18,2019-08-25 05:24:20,xp,Firefox,7198,Sports,https://cards.ucshopping.com/BalanceTransfer/BTOffer.aspx
S_99,2019-08-25 05:24:23,win7,Chrome,2001,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/boot.js
W_98,2019-08-25 05:24:24,win7,IE,6953,Accessories,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/markets/js/main.js
R_36,2019-08-25 05:24:42,win7,IE,5538,Fashion,https://sites.ucshopping.com/content/services/structured-image/image.banner.jpg/XCRT/Native/Banner/2017/STATIC_AD-A50755_Banner_NativeBanner_Image_90x90.jpg
S_59,2019-08-25 05:25:02,Mac,IE,1181,Sports,https://static.ucshoppingcdn.com/web/library/blue-view/dist/blue-view/2.8.1/js/main.js
W_57,2019-08-25 05:25:18,xp,Chrome,3032,Sports,https://static.ucshoppingcdn.com/content/card/benefits-center/en/list.json
W_55,2019-08-25 05:25:19,win7,Chrome,5043,Shoes,https://sites.ucshopping.com/content/services/structured-image/image.banner.jpg/XCRT/Native/Banner/2017/49635_IC1610_Paperless_Native_Banner_90x90_050317.jpg
W_83,2019-08-25 05:25:49,win7,Safari,693,Sports,https://idsync.rlcdn.com/452549.gif
R_68,2019-08-25 05:25:57,xp,Firefox,3020,Accessories,https://mfasa.ucshopping.com/auth/js/json.js
W_64,2019-08-25 05:25:58,win7,Chrome,2008,Sports,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/article-image/essential_retirement_strategies.jpg
S_30,2019-08-25 05:26:21,win7,Chrome,2887,Sports,https://www.ucshopping.com/apps/services/tagmanager/cpo/customerService/helpAndSupport
W_24,2019-08-25 05:27:40,win7,Mobile,3764,Sports,https://static.ucshoppingcdn.com/content/site-messages/digital-ui/en/messages.json
R_59,2019-08-25 05:27:47,vista,Safari,5178,Accessories,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/profile.json
S_70,2019-08-25 05:27:47,win7,Chrome,4387,Accessories,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/assets/dashboard.css
W_35,2019-08-25 05:28:02,win7,IE,5259,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/view/common/siteMaintenanceModal.js
R_74,2019-08-25 05:28:03,win7,Chrome,6885,Sports,https://static.ucshoppingcdn.com/content/card/logo.gif/0459-1868.gif
W_87,2019-08-25 05:28:12,win8,Chrome,5131,Fashion,https://mfasa.ucshopping.com/auth/js/mfp.js
W_63,2019-08-25 05:28:31,win7,IE,1038,Sports,https://static.ucshoppingcdn.com/content/card/logo.gif/0510-6654.gif
R_88,2019-08-25 05:28:41,win7,Firefox,1727,Accessories,https://static.ucshoppingcdn.com/content/card/logo.json/0478-6621.json
R_18,2019-08-25 05:29:25,xp,Chrome,841,Sports,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop-small.jpg/videos/thumbnail/video-thumbnail-personas-2560x1440.jpg
R_60,2019-08-25 05:29:25,win7,Firefox,4117,Sports,https://stags.bluekai.com/site/39254
S_65,2019-08-25 05:30:42,Mac,Safari,3590,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/view/webspec/common/siteMaintenanceCommunication.js
R_23,2019-08-25 05:30:43,win7,Mobile,5432,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/blue-ui.css
W_1,2019-08-25 05:30:44,win7,Chrome,1451,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/blue-ui/dist/blue-ui/js/main.js
W_84,2019-08-25 05:31:14,win7,IE,3636,Fashion,https://ad.doubleclick.net/ddm/activity/src=2348471;type=myacc170;cat=accou0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=413491693
R_12,2019-08-25 05:31:19,xp,Mobile,1814,Accessories,https://static.ucshoppingcdn.com/web/library/blue-vendor/dist/blue-vendor/2.8.1/js/main.js
W_31,2019-08-25 05:31:43,win7,IE,2951,Accessories,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop-small.jpg/videos/thumbnail/video-thumbnail-profile-2560x1440.jpg
W_57,2019-08-25 05:31:43,win7,Mobile,2352,Sports,https://static.ucshoppingcdn.com/content/thought-leadership/digital-ui/en/categories.menu.json/CCI/BAC.json
S_48,2019-08-25 05:32:04,win7,IE,2344,Sports,https://static.ucshoppingcdn.com/content/card/logo.gif/0459-1868.gif
S_30,2019-08-25 05:32:31,win7,Chrome,2955,Shoes,https://sites.ucshopping.com/content/services/structured-image/image.desktop.png/XCRT/Triplets/2017/HomeFinance/A50743_HomepageTriplet-384x216-General.png
W_21,2019-08-25 05:33:19,win7,Firefox,1480,Fashion,https://resources.ucshopping.com/commonui/stylesheets/fonts/opensans-regular.woff
W_80,2019-08-25 05:33:45,win7,IE,6242,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/assets/dashboard.css
W_44,2019-08-25 05:33:57,win7,Chrome,2898,Fashion,https://ad.doubleclick.net/ddm/activity/src=2348471;dc_pre=CMfPkuvhoNYCFQvmZAodj2EGug;type=myacc170;cat=accou0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=413491693
W_97,2019-08-25 05:34:08,linux,Safari,1617,Sports,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/convoDeck.json
W_68,2019-08-25 05:34:57,win8,Mobile,1933,Fashion,https://www.ucshopping.com/etc/designs/ucshopping-ux/css/img/ie_alert.png
W_87,2019-08-25 05:35:44,xp,Chrome,3764,Sports,https://static.ucshoppingcdn.com/content/card/logo.json/0510-6654.json
W_65,2019-08-25 05:36:07,win8,Chrome,7907,Sports,https://static.ucshoppingcdn.com/content/thought-leadership/digital-ui/en/categories/latest-insights.json/CCI/BAC.json
W_22,2019-08-25 05:36:34,win7,Chrome,3224,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/view/common/siteMaintenanceModal.js
R_18,2019-08-25 05:36:36,nt,IE,2746,Fashion,https://ad.doubleclick.net/ddm/activity/src=2348471;type=myacc170;cat=Chase0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=516817367
R_22,2019-08-25 05:36:48,Mac,Firefox,4542,Accessories,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/article-image/funding_education_858x483.jpg
R_54,2019-08-25 05:37:28,win7,Chrome,1670,Shoes,https://static.ucshoppingcdn.com/content/card/logo.json/0510-6654.json
W_77,2019-08-25 05:37:31,win7,Chrome,6311,Sports,https://static.ucshoppingcdn.com/web/library/blue-core/dist/blue/2.9.0/js/main.js
W_85,2019-08-25 05:37:32,win7,Mobile,4009,Accessories,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/view/accounts/lib/format.js
W_1,2019-08-25 05:37:37,win7,IE,2601,Accessories,https://resources.ucshopping.com/commonui/stylesheets/fonts/icomoon.woff
S_21,2019-08-25 05:38:04,win7,Safari,3183,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/app.json
W_10,2019-08-25 05:38:40,win8,IE,4331,Shoes,https://static.ucshoppingcdn.com/web/library/blue-vendor/dist/blue-vendor/2.8.1/js/main.js
R_27,2019-08-25 05:39:02,win7,Firefox,1046,Sports,https://sites.ucshopping.com/content/services/structured-image/image.desktop.jpg/XCRT/Triplets/2017/Retail/50748_Checking_Overview_Desktop_Triplet_5676.jpg
R_15,2019-08-25 05:39:09,win7,Chrome,4768,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/payMultipleBills/js/main.js
W_97,2019-08-25 05:39:34,win7,Chrome,2058,Fashion,https://s.xp1.ru4.com/activity
W_20,2019-08-25 05:39:50,win8,IE,961,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/view/accounts/mixins/printActivity.js
S_53,2019-08-25 05:40:36,xp,IE,504,Shoes,https://rf15.ucshopping.com/meta
R_14,2019-08-25 05:40:37,win7,IE,3940,Sports,https://static.ucshoppingcdn.com/web/library/blue-boot/dist/blue-boot/2.11.1/js/boot.js
S_83,2019-08-25 05:40:50,win8,Chrome,919,Accessories,https://rf15.ucshopping.com/activity
W_80,2019-08-25 05:40:55,xp,Chrome,1403,Accessories,https://ad.doubleclick.net/activity;dc_pre=CImdsO3hoNYCFQfBZAod6vYI5g;src=2299144;type=e-cus110;cat=credi749;u10=0576853413;u20=125832920;u18=20C73196C512F020;ord=152105518
R_80,2019-08-25 05:40:58,win7,Mobile,2964,Accessories,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/article-image/anthonychanssummer-pe-image-858x483.jpg
S_36,2019-08-25 05:41:00,win7,Chrome,1158,Sports,https://rf15.ucshopping.com/wsb/15629/poe/59242226
W_46,2019-08-25 05:41:48,win7,Mobile,5027,Shoes,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/hero-image/anthonychanssummer-pe-image-858x483.jpg
W_93,2019-08-25 05:42:14,win7,Chrome,4260,Accessories,https://i.liadm.com/s/28214
W_4,2019-08-26 12:00:00,win7,Chrome,2071,Fashion,https://rf15.ucshopping.com/activity
R_67,2019-08-26 12:00:04,win7,Safari,7967,Fashion,https://ad.doubleclick.net/activity;src=2739079;type=ucshopping107;cat=inici575;ord=726447770
W_23,2019-08-26 12:00:12,win7,IE,2560,Fashion,https://www.ucshopping.com/apps/services/tagmanager/cpo/accounts/creditCardAccount
R_70,2019-08-26 12:00:32,win7,Chrome,5427,Sports,https://static.ucshoppingcdn.com/web/library/blue-app/dist/blue-app/2.9.1/js/main.js
S_80,2019-08-26 12:00:45,win7,Chrome,6209,Fashion,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop-small.jpg/videos/thumbnail/video-thumbnail-profile-2560x1440.jpg
W_99,2019-08-26 12:00:48,win8,Mobile,5879,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/main.js
W_97,2019-08-26 12:00:57,win7,Firefox,2624,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/fonts/dcefont.woff
W_29,2019-08-26 12:01:10,win7,Chrome,2842,Fashion,https://aa.agkn.com/adscores/g.pixel
W_52,2019-08-26 12:01:11,win7,Chrome,614,Accessories,https://resources.ucshopping.com/commonui/stylesheets/font-awesome.css
R_45,2019-08-26 12:01:19,win7,Firefox,4802,Fashion,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop-small.jpg/videos/thumbnail/video-thumbnail-profile-2560x1440.jpg
S_26,2019-08-26 12:01:29,xp,IE,3290,Shoes,https://secure07c.ucshopping.com/web/auth/dashboard#/dashboard/index/index
R_83,2019-08-26 12:02:38,win8,Mobile,1091,Accessories,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/convoDeck.json
R_91,2019-08-26 12:02:48,win7,IE,2755,Accessories,https://static.ucshoppingcdn.com/web/library/blue-vendor/dist/blue-vendor/2.8.1/js/main.js
R_27,2019-08-26 12:02:57,win7,Mobile,1354,Sports,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/app.json
W_15,2019-08-26 12:02:58,nt,IE,855,Fashion,https://static.ucshoppingcdn.com/content/legal-disclaimers/digital-ui/en/categories/box-disclaimers.json
W_58,2019-08-26 12:03:15,win7,IE,7457,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/appkit-utilities/dist/appkit-utilities/js/analytics/data/hooks.js
R_19,2019-08-26 12:03:20,win8,Mobile,7154,Shoes,https://stags.bluekai.com/site/51223
R_2,2019-08-26 12:03:40,win7,Mobile,3809,Accessories,https://static.ucshoppingcdn.com/web/library/blue-app/dist/blue-app/2.9.1/js/main.js
R_18,2019-08-26 12:03:40,linux,Chrome,2431,Sports,https://p.rfihub.com/cm
R_97,2019-08-26 12:04:08,win7,IE,1495,Fashion,https://www.ucshopping.com/apps/services/tagmanager/cpo/customerService/helpAndSupport/accountHelpAndSupport
W_18,2019-08-26 12:04:13,win7,IE,5017,Shoes,https://aa.agkn.com/adscores/g.pixel
W_37,2019-08-26 12:04:24,win7,IE,6732,Accessories,https://resources.ucshopping.com/commonui/stylesheets/ucshopping3.css
W_71,2019-08-26 12:05:09,win7,Chrome,2989,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/app.json
W_93,2019-08-26 12:05:39,win7,Safari,1570,Sports,https://static.ucshoppingcdn.com/web/library/blue-core/dist/blue/2.9.0/js/main.js
S_14,2019-08-26 12:05:56,win7,IE,5563,Sports,https://ad.doubleclick.net/activity;src=2739079;type=ucshopping107;cat=inici575;ord=726447770
S_31,2019-08-26 12:06:40,win7,Chrome,764,Fashion,https://ad.doubleclick.net/activity;dc_pre=CMXIkuvhoNYCFQf4ZAodpboJIA;src=2739079;type=ucshopping107;cat=inici575;ord=293336453
W_54,2019-08-26 12:06:50,win7,IE,4944,Sports,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/logon.json
W_33,2019-08-26 12:06:59,win7,Chrome,6789,Accessories,https://www.ucshopping.com/apps/services/tagmanager/cpo/accounts/creditCardAccount
W_77,2019-08-26 12:07:04,Mac,Safari,4985,Shoes,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/app.json
W_82,2019-08-26 12:07:12,win7,Chrome,604,Sports,https://static.ucshoppingcdn.com/content/card/logo.gif/0459-1868.gif
W_16,2019-08-26 12:07:24,win7,IE,2524,Sports,https://rf15.ucshopping.com/activity
